scenario,prompt_set,backend,model,quantization,latency_ms,cuda_event_ms,ttft_ms,tokens,tokens_per_s,status,error
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7682050001894822,1.6335999965667725,1.7682050001894822,1,565.5452845641988,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7533350001031067,1.5884159803390503,1.7533350001031067,1,570.3416631397845,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7537840003569727,1.6490240097045898,1.7537840003569727,1,570.1956454138342,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.699180000287015,1.5954560041427612,1.699180000287015,1,588.519167969895,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.762994999808143,1.6560640335083008,1.762994999808143,1,567.2165832057519,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.8740719997367705,1.7343679666519165,1.8740719997367705,1,533.597428562221,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.8676979998417664,1.7503679990768433,1.8676979998417664,1,535.4184670566233,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7729940000208444,1.6580480337142944,1.7729940000208444,1,564.0177011249014,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7737280004439526,1.6657919883728027,1.7737280004439526,1,563.7843004957392,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.759492000019236,1.6448960304260254,1.759492000019236,1,568.345863458923,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7727280001054169,1.6582399606704712,1.7727280001054169,1,564.1023326424212,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.764685999660287,1.655295968055725,1.764685999660287,1,566.6730512921314,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.756672999363218,1.6413439512252808,1.756672999363218,1,569.2579099026929,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.682883999819751,1.5685440301895142,1.682883999819751,1,594.2180210324105,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7511440000816947,1.6379519701004028,1.7511440000816947,1,571.0552644176308,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.717621999887342,1.6132479906082153,1.717621999887342,1,582.2002746038357,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7399899998054025,1.6258879899978638,1.7399899998054025,1,574.7159467076468,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.821757000470825,1.6893119812011719,1.821757000470825,1,548.920629777492,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7870839992610854,1.6660799980163574,1.7870839992610854,1,559.5707870550433,ok,
